tconst,primaryTitle,Language,Country,plot,genres,lead_actors_ids,startYear,runtimeMinutes,numVotes,averageRating,budget,BoxOffice
tt2364969,Uppukandam Brothers Back in Action,Malayalam,India,"This is the story of the Uppukandam family consisting of brothers Sevichan, Josekutty, Bennychan, Kunjannamma, Kochammini, and Bobby. Their rivalry with Srambikkal Sathyaneshan over a previous episode intensifies after Ettuveetil Ganeshan, the son of deceased Etuveettil Ananthan Nambiar from theprevious filmjoins forces with him.",['Action'],"['nm0820241', ' nm0741429', ' nm0899804', ' nm1184326', ' nm0415538']",2011,137,44,2.3,,
tt0259712,Varakatnam,Telugu,India,"The film begins with two headmen of neighboring villages, Meesaala Venkaiah & Bhadraiah, conducting wedlock of their progeny, Devasimha & Sujatha. On the eve, sly Achaiah injects into Venkaiah an idea to demand a dowry before the nuptial. Hereupon, Bhadraiah's short-tempered son, Balaramaiah, infuriates and discords. The two drag the pair away before tying the knot. Parallelly, another marriage takes place in the village; peasant Sriramulu knits his daughter Lakshmi with Subbaiah, son of the henpeck Devaiah & shrew Chukkamma. Since Sriramulu cannot pay the dowry, unscrupulous Chukkamma calls off the wedding despite getting married. In that chaos, Sriramulu's son Subbaiah meets with an accident and becomes disabled. Though Chukkamma allows Lakshmi, she detaches the twosome and torments her. Venkaiah sets out another alliance for Devasimha, which he denies and affirms Sujatha as his spouse. Now, he walks & consoles grief-stricken Sujatha and splices her with the appreciation of his mother, Annapurna. Apart from this, Sriramulu becomes a victim of endless debts and poverty. Yet he strikes hard and raises the funds, but he still faces the mortifications from Chukkamma. Ergo, Subbaiah teaches her a lesson with a play, reunites Lakshmi with her family, and relieves their pain. Devasimha covetously continues his association with Sujatha with the blessing of her sensible sister-in-law, Subhadra. Meanwhile, Balaramaiah settles Sujatha's match with debauchery Mallanna Dora and hosts him. Once, he attempts to molest Sujatha when Devasimha secures her when Balaramaiah enrages and hits Devasimha hard. Sujatha cannot stand for the insult that happened to her husband and jumps into a river. Fortuitously, Venkaiah shields her. At last, both regretful Balaramaiah & Venkaiah transform as per their wife's words and reunite the couple. Finally, the movie ends with a proclamation:One should eradicate the dowry system.",['Drama'],"['nm0004417', ' nm0474928', ' nm0707351', ' nm0464870', ' nm0619057']",1968,176,14,6.5,,
tt0259723,Violet,English,Canada,"A woman living on a family farm outside of St. John's is convinced she's heading into what will prove to be her final year as she turns 55, the age that most of her family members have died.",['Comedy'],"['nm0909763', ' nm0534132', ' nm0950259', ' nm0448861', ' nm0822939']",2000,105,46,6.1,,
tt0259724,Vipranarayana,Telugu,India,"Vipra Narayana, a staunch devotee ofVishnu, lives in a hermitage on the banks of the riverKaverialong with his disciple Rangaraju. He worships Vishnu in the form ofRanganatha, the presiding deity of the nearbySrirangam temple. Every day, Narayana makes garlands out of flowers from his garden and offers them to Ranganatha and sings hymns in praise of him.","['Drama', 'Musical']","['nm0004463', ' nm0707951', ' nm0893147', ' nm0750781', ' nm1075117']",1954,183,27,7.8,,
tt0259726,Vivaha Bandham,Telugu,India,"Bharathi is the daughter of retired principal Appa Rao, with values and self-esteem. She and lecturer Chandrashekar fall in love. Bharathi's mother, Manikyamba, does not like this alliance because of its prestige. But Appa Rao convinces her and arranges the marriage of Chandrashekar and Bharathi. After the wedding, Manikyamba constantly criticizes Chandrashekar, so he leaves their house with Bharathi and they live happily. Manikyamba dislikes her daughter's middle-class life. She starts boasting about her son-in-law to the relatives. This hurts Chandrashekar, so he does not want to return to her house, and Bharathi is sandwiched between her mother and husband. Gradually, ego clashes arise between the couple, and they lose tolerance for each other and separate with the intention of divorcing. In the climax, they understand marriage is not about uniting two human beings but connecting two souls.",['Drama'],"['nm0004417', ' nm0707951', ' nm0049380']",1964,166,7,6.3,,
tt23950632,Ultraman Decker Finale: Journey to Beyond,Japanese,Japan,"When a mysterious sound causes several disappearances, GUTS-Select decide to investigate the unexplained incidents. However, they soon learn it is the work of evil Professor Gibellus, who intends to invade the Earth with his alien army. Fortunately, a mysterious woman with a power of Ultraman appears just in time to help worried members of GUTS-Select.[6][5]","['Action', 'Sci-Fi']","['nm13589890', ' nm12406851', ' nm9362575', ' nm3256664', ' nm1216915']",2023,84,95,6.6,,
tt23847538,Underdog,English,United States,"In the Capital City Town Hall, abeagleon the police bomb squad sets off a false alarm. Ridiculed and rejected, the beagle leaves and is abducted by Cad Lackey, who takes him to the lab ofmad scientistSimon Barsinister. Bitter that his proposal for genetic experimentation was declined, Simon plans to prove his theory by testing his new serum on the beagle. The beagle escapes and runs amok in the lab, starting a fire and becoming exposed to various chemicals, which modify his DNA and give him superpowers.",['Documentary'],"['nm4395152', ' nm4395429']",2022,71,,,25.0,65.3
tt23846990,Uyir Thamizhukku,Tamil,India,"Pazhakadai Ramachandran, a minister gets murdered mysteriously in his house. ACP Rajarajan is investigating the case, but he finds a lot of loopholes here. Similarly MGR Pandian, a struggling politician wants to be a minister at any cost,often taking bribes from everyone to achieve his dream. However his life takes a turn when he is accused of killing Pazhakadai Ramachandran, who killed Pazhakadai Ramachandran, how does Pandian prove his innocence to the people forms the basic premise.",['Drama'],"['nm1686962', ' nm5180541', ' nm2128968', ' nm7023816', ' nm8256857']",2024,130,118,5.9,,
tt23831488,Victoire,French,Canada,"Victoire Du Sault, founder of the shoemaking business that made the fortune of the Dufresne family, navigates a forbidden love triangle that holds a devastating family secret which threatens to surface and leave a trail of woe in ...",['Drama'],"['nm8011886', ' nm3240720', ' nm2322312', ' nm2100971', ' nm14191933']",2023,104,129,6.3,,
tt2380272,Unnai Thedi,Tamil,India,"Raghupathy, studying in Australia, goes to New Zealand with a friend and runs into Malavika. They start off having petty fights but end up falling in love. Circumstances force them to separate before exchanging any contact information.",['Romance'],"['nm0015001', ' nm1701861', ' nm1107894', ' nm0820286', ' nm0900266']",1999,151,317,6.1,,
tt2379418,Viola,Tamil,India,"A debutant English crime novel writer Jebin M. Jose discovers that his deceased father had run bankrupt with an unlisted property inPondicherry. To pay off the debts, he makes a visit to the villa for valuation. But after seeing framed paintings by his father, he calls his girlfriend Aarthi, who is an art student, to accompany him to the villa. She immediately likes both the villa and the mysterious paintings. She particularly shows interest in one dual faced painting.",['Drama'],"['nm1950260', ' nm2556707', ' nm1876129', ' nm2568657', ' nm1923991']",2012,65,613,6.1,,
tt0262866,Vakil Babu,Hindi,India,"Famous sculptor Shekhar Kumar gets wrongly accused for the murder of Prem Oberoi, a man who was lustful towards his wife Kalpana. Judge Rajvansh hires an ordinary advocate, Satyaprakash Mathur, as defence lawyer for Shekhar. Mathur investigates the case and finds out that Steward Suresh Talwar had actually murdered Prem on finding out that Prem was previously in a relationship with Suresh's fiance, Shanti. Later he also murdered Shanti as she had witnessed his crime. At last, Shekhar is acquitted of all charges.","['Drama', 'Mystery']","['nm0023868', ' nm0023868', ' nm0004292', ' nm0004434', ' nm0004363']",1982,150,104,7.4,,
tt0262877,Vishwanatha Nayakudu,Telugu,India,"The story is set during the 16th century and revolves around a historical conflict in theVijayanagara Empire. It depicts the triumph ofViswanatha Nayakaover his father, Nagama Nayaka, to demonstrate his unwavering loyalty to EmperorSri Krishnadevaraya.","['Action', 'Drama', 'History']","['nm0315553', ' nm0471464', ' nm0304262', ' nm0419685', ' nm0433887']",1987,154,83,8.5,,
tt0264126,Ummadi Kutumbam,Telugu,India,"The film begins in a village where a conjoined family, with an old mother and four sons: a clerk, Chandram, a farmer, and Mukundam, is molded into a doctor by the hard of all. Ramu is a gallant, naughty younger who spends his life with stage plays but provides regard to his family. The first three siblings performed nuptial Nagaiah's wife, Gauri, is bratty, Chandram's wife, Kantham, is a shrew, whereas Mukundam's wife, Rama, is benevolent. Ramu pays the utmost respect to Rama and dotes on Nagaiah's son Kittu, who also reciprocates. Soon, Mukundam detests Rama due to her traditional customs and quits. In the city, Mohini, a dancer, snares him who neglects the family.","['Drama', 'Family']","['nm0004417', ' nm0889148', ' nm0767800', ' nm0004467', ' nm0694884']",1967,160,13,6.2,,
tt0264145,Velugu Needalu,Telugu Tamil,India,"Rao BahadurVenkataramaiah was formerly abundant but currently holds a mere press. He resides with hisviragowife, Kanakadurga, and the couple adopts an orphan, Suguna. Later, they are blessed with a baby girl, Varalakshmi / Varam, which leads to Kanakadurga annoying Suguna. Hence, perturbed, Venkataramaiah entrusts Suguna to his stanch, Vengalappa. Years roll by, and Suguna, with her efforts, ascends to medico. Though Kanakadurga resents, Varam conveys affection to Suguna. Chandram is a self-made Vengalappa's nephew, a colleague of Suguna, and the two fall in love. Suguna is also homeschooled at the residence of wealthy Subhadramma, whose sibling, Dr. Raghunath, silently endears her. Meanwhile, Chandram is afflicted withTBand is terminally ill. So, he takes an oath from Suguna knit Raghu, which she respects. Afterward, Chandram walks toSanatoriumwith Raghu's aid and recovers.",['Drama'],"['nm0767800', ' nm0006429', ' nm0839763', ' nm0004463', ' nm0415582']",1964,174,35,7.7,,
